,ID,text,labels
4720,1262390941077442563t,"🚨 Moderna - Gates & Fauci - just announced their new vacc , an MRNA is progressing well.This has not been properly tested on humans.This MRNA will bind with your DNA , changing your DNA forever.Noone knows what will happen.Whoever takes it are human Guinea Pigs.Gates says ~ 750000 will die",rushed side-effect
4334,1367126202511745024t,CHD : ' Pfizer Vaccine Killed 40 Times More Elderly Than the Disease Would Have Killed : Israeli Health Ministry analysis concluded . #VaccinesSaveLives #vaccine,side-effect
1837,1376428821646311425t," Not yet . But I got COVID 3 X ( if I include January last year and 2X since ) . Last year Jan I was very sick , but both more recent times , I was asymptomatic . So i think I will keep believing I belong to the 99.7 % who survive .. So we can save the vaccine for the 0.3 % who don't . 😎",unnecessary
3574,1320623338151055360t,can people please stop relying on a covid vaccine ik i ’ m not getting that shit even if it does come out now imma wait like 3 years to see what the long term effects are ... i ’ m not gonna be the test subject,side-effect
2829,1337108013174435840t,"The FDA required a lower bound of 30 % efficacy for a COVID vaccine . Pfizer's lower bound is 90.3 % . Um , yeah , I guess that counts",ineffective
6211,1316392719384678404t,   A one day surgery became a week in icu and sent home with complications due to an allergic reaction to one of the medications . No way in hell I ’ m gonna trust a vaccine .,side-effect
60,1358461418576752641t,Look up and listen to Dr . Vernon Coleman before you decide to get a vaccine Covid,none
5029,1344284138807947267t,"CDC Report – 3150 People Paralyzed After COVID - 19 Vaccine “ Unable To Perform Normal Daily Activities ” December 22 , 2020 ",side-effect
9868,1304228126793367552t, I don ’ t take the flu shot and I ’ m not taking a Covid vaccine . I ’ ve been out and about working the whole time and been just fine,none
8470,1340524094626918403t,   You'd trust Pfizer with your penis but not your arm ?,pharma
3883,1326543080179130369t,"Anyone remotely believing this covid vaccine bullshit want their heads wobbling , Americans say theirs ' could be ' 90 % effective and days later the Russians miraculously have their own ready and it is 92 % effective better than the Americans 🙄 it's just utter political bollocks",ineffective political
9306,1376574024696823808t,"Notice there are no "" experts "" denying the the warnings against vaccine passports . Instead the "" experts "" are promoting them harder than ever trying to drown out the liberty loving population .",mandatory
1699,1377278500961390594t," When it comes to my kids , and probably no different than other parents , there will never be enough of verification test that proves the safety of this vaccine .",rushed side-effect
2403,1255009363921645569t,"They have to shame women for not wanting to vaccinate with this disingenuous "" study "" . Just put out April 24 , 2020 amid the C0VlD vaccine controversy . Where's the study on men who refuse to vaccinate their kids ? I don't buy it ! ",none
9107,1364502531561246728t,"level of safety for the whole public . Pfizer and the other drug companies know this and have removed any liability off themselves for vaccine injury and fatalities with the Covid 19 vaccination . The main steam media is also not covering stories of incidences post vaccine , and ...",side-effect
2500,1294067249167441921t,"2 . The study looks at guilt and fear as methods of coercion . Remember , this vaccine is just like every other vaccine - NOT double - blind placebo tested . Newsflash , they test vaccines against other vaccines and call it good . Russian Roulette for a 99 % recovery rate ? I ’ ll pass .",rushed
9140,1365283858871164930t,"  One dose does not mean you are vaccinated , Colin Horseman caught and died from Covid - 19 three weeks after receiving the first dose of the Pfizer vaccine . Stop talking about things you have no useful knowledge of , you've caused more than enough trouble with Brexit .",side-effect
5644,1333823650756251648t," In real life these mRNA vaccine will not be used in most countries . And the vectorial vaccine from Astra Zeneca failed . Even though they are fixing the data . Scientifically , it ’ s a doomed study . Sadly .",ineffective
1840,1285808641048748032t,"Are we worried yet ? 52 babies receive vaccines in Mexico . 2 dead , 37 hospitalized , 14 in serious condition . This follows 21 % serious adverse reactions in US C19 Moderna Vaccine trial , and 30 % deaths in Ukraine Moderna trial . ",side-effect
1666,1310988789339357191t,   .. today SAYS will 1 . Protect our economy . lol 2 . Until a vaccine arrives . This vaccine is pie in the sky . Experts say a vaccine in 2020 extremely unlikely . it wont protect the elderly because of flu vaccine dont . help that much . A covid vaccine same issue ● ,ineffective
1221,1311080558190100480t,"    What about the systemic symptoms ? This vaccine is bad ! And don ’ t have CD8 T cell strong response , so are you getting the vaccine every 2 or 3 months ?",ineffective side-effect
2008,1364510595333160960t,Why would those who have had the vaccine care if someone else is in the pub or cinema who HASN'T had the vaccine ? #jeremyvine,none
9625,1271673634411606017t,"   No need for a vaccine . China in April , Oxford in May - both stopped vaccine development because they didn't have enough infected people ! We're trying to "" cure "" a virus that is disappearing before we can get rid of it . Insanity",unnecessary
583,1415902144654307328t,"#VAERS 31y ♀ ️ #Ovarian #Cancer 13 days after #Moderna #CovidVaccine #oncology #Obgyntwitter "" On 13 - Mar - 2021 , the patient experienced EXPOSURE DURING PREGNANCY ( Vaccine exposure during pregnancy ) . On 26 - Mar - 2021 , the patient experienced OVARIAN CANCER "" . ",side-effect
1196,1257564793440960512t,Nothing says that a vaccine will keep people from getting Covid - 19 . In 2017 576 people died from the flu in Oregon and that's with a vaccine . The flu vaccine is only 40 - 60 effective according to CDC . The stats say covid 19 has 99.5 percent survival rate so far .. Without a vaccine .,ineffective unnecessary
6378,1360688620382879747t,"  One easy one , 2019 the Pentagon commissioned a study on the flu vaccine , mandatory for the military . The name Woolf appears on the study . It found those vaccinated 4x more likely to get upper respiratory infections , 7x more infectious , 38 percent more likely to get Covid .",side-effect
6772,1297650413714444290t,"  You really don't want the vaccine trust me ... you wanna talk death ? Wait till they roll that out , you will see it then ...",side-effect
6556,1376791645576957952t," After the vaccine , we can still transmit the virus . So herd immunity is unlikely . The vaccine basically just lessens symptoms . So the benefit is to the one vaccinated only .",ineffective
2119,1378844401238220806t," Took the J & J vaccine Friday evening , I had Covid already last July , last two days I am flat on my back with high fever , nausea , body aches , pains , I swear it ’ s worse than when I actually had Covid , I would love to hear anyones's experience with vaccine reaction ! #vaccine",side-effect
4121,1430812707255554050t,Channel 7 journalist hospitalised with pericarditis after Pfizer vaccine Just like 275 Israelis who developed Myocarditis after pfizer vaccine .  via ,side-effect
7104,1371080965477568515t,And still people will rock up here to get the same jibjab to set them free 🤣 . Ireland suspends AstraZeneca Covid vaccine over blood clot concerns ,side-effect
864,1328467398140293126t,"I ’ m not taking the Covid vaccine . I ’ m not wearing a mask . It ’ s my body , it ’ s my choice . My give a damn , about how you feel , is busted .",none
7148,1382106379171852289t,Federal authorities recommended that states stop using Johnson & Johnson ’ s Covid - 19 vaccine while an investigation is conducted into six serious cases of clotting problems — one of which was fatal — that were reported among women who received the vaccine . ,side-effect
